-1833.61279296875,-3222.2471923828125
-7314.19580078125,-12875.1611328125
-16388.41015625,-29022.95947265625
-28991.888671875,-51732.78210449219
-45046.20947265625,-81071.39733886719
-64457.13330078125,-117100.08972167969
-87115.26123046875,-159868.38989257812
-112899.8173828125,-209408.15234375
-141685.125,-265729.83239746094
-173348.1806640625,-328822.2189941406
-207775.2734375,-398655.5645751953
-244866.12109375,-475186.8317871094
-284535.224609375,-558365.3624267578
-326711.01904296875,-648137.6649169922
-371333.80224609375,-744450.7537841797
-418353.29296875,-847254.0642089844
-467726.3720703125,-956500.2722167969
-519415.2392578125,-1072145.402709961
-573386.0385742188,-1194148.547241211
-629607.90625,-1322471.4139404297
-688052.3383789062,-1457077.8427734375
-748692.826171875,-1597933.355102539
-811504.6357421875,-1745004.7770996094
-876464.7290039062,-1898259.9381103516
-943551.7490234375,-2057667.4471435547
-1012746.05859375,-2223196.5404052734
-1084029.8095703125,-2394816.9857177734
-1157387.02734375,-2572499.042114258
-1232803.705078125,-2756213.463989258
-1310267.9067382812,-2945931.5419921875
-1389769.8627929688,-3141625.182006836
-1471302.0786132812,-3343267.0192871094
-1554859.4340820312,-3550830.5642089844
-1640439.2895507812,-3764290.3896484375
-1728041.5810546875,-3983622.3576660156
-1817668.9130859375,-4208803.900634766
-1909326.64453125,-4439814.36315918
-2003022.9404296875,-4676635.421875
-2098768.794921875,-4919251.598876953
-2196577.962890625,-5167650.888061523
-2296466.7866210938,-5421825.510986328
-2398453.8115234375,-5681772.806152344
-2502559.1166992188,-5947496.234863281
-2608803.21875,-6219006.434692383
-2717205.408203125,-6496322.172729492
-2827781.3930664062,-6779470.923461914
-2940540.2587890625,-7068488.658935547
-3055481.001953125,-7363418.32409668
-3172589.2690429688,-7664306.550170898
-3291835.36328125,-7971198.528686523
-3413174.7001953125,-8284131.737915039
-3536551.3798828125,-8603130.021606445
-3661904.4594726562,-8928199.887207031
-3789175.27734375,-9259330.24621582
-3918313.798828125,-9596495.53515625
-4049282.4858398438,-9939660.905639648
-4182057.375,-10288787.802978516
-4316626.9794921875,-10643838.635864258
-4452989.996582031,-11004779.979492188
-4591152.650390625,-11371584.347167969
-4731126.254394531,-11744230.862304688
-4872925.173828125,-12122705.212158203
-5016565.2919921875,-12506999.206665039
-5162062.883300781,-12897110.163330078
-5309433.84765625,-13293040.246826172
-5458693.1787109375,-13694795.842285156
-5609854.637207031,-14102386.989257812
-5762930.531738281,-14515826.888916016
-5917931.603515625,-14935131.482177734
-6074866.970214844,-15360319.091552734
-6233744.103027344,-15791410.121582031
-6394568.840332031,-16228426.804321289
-6557345.4228515625,-16671392.989990234
-6722076.54296875,-17120333.973388672
-6888763.415527344,-17575276.356933594
-7057405.8505859375,-18036247.942993164
-7228002.34375,-18503277.666381836
-7400550.182128906,-18976395.56188965
-7575045.556152344,-19455632.77783203
-7751483.672363281,-19941021.642700195
-7929858.869140625,-20432595.795532227
-8110164.725097656,-20930390.399536133
-8292394.1259765625,-21434442.450073242
-8476539.271484375,-21944791.20336914
-8662591.572265625,-22461478.736083984
-8850541.355957031,-22984550.6439209
-9040377.281738281,-23514056.861938477
-9232085.359375,-24050052.53869629
-9425647.368652344,-24592598.806396484
-9621038.641601562,-25141763.18688965
-9818225.135742188,-25697619.198242188
-10017160.107910156,-26260244.65612793
-10217781.01953125,-26829718.20703125
-10420007.729003906,-27406114.040527344
