-0.8193359375,-1.3916015625,0.02294158935546875
-3.2763671875,-5.566650390625,0.092071533203125
-7.37109375,-12.52587890625,0.20733642578125
-13.1044921875,-22.269287109375,0.36850738525390625
-20.47412109375,-34.7977294921875,0.5756683349609375
-29.47998046875,-50.1114501953125,0.8287811279296875
-40.123046875,-68.21142578125,1.127777099609375
-52.39990234375,-89.097900390625,1.4725799560546875
-66.3134765625,-112.771240234375,1.8632049560546875
-81.8623046875,-139.2320556640625,2.2995529174804688
-99.04736328125,-168.481201171875,2.7816009521484375
-117.86572265625,-200.5189208984375,3.3094406127929688
-138.31689453125,-235.345703125,3.8828582763671875
-160.40283203125,-272.962158203125,4.5018157958984375
-184.1201171875,-313.3687744140625,5.1663055419921875
-209.470703125,-356.5665283203125,5.876396179199219
-236.455078125,-402.55517578125,6.631889343261719
-265.07080078125,-451.3358154296875,7.432769775390625
-295.31640625,-502.9085693359375,8.279060363769531
-327.19384765625,-557.2744140625,9.170761108398438
-360.70361328125,-614.4334716796875,10.10760498046875
-395.841796875,-674.386474609375,11.089820861816406
-432.60986328125,-737.1341552734375,12.117179870605469
-471.00830078125,-802.6767578125,13.189651489257812
-511.0361328125,-871.01513671875,14.307319641113281
-552.6923828125,-942.1494140625,15.469970703125
-595.97607421875,-1016.0804443359375,16.677711486816406
-640.888671875,-1092.8084716796875,17.93036651611328
-687.42822265625,-1172.3345947265625,19.228012084960938
-735.59375,-1254.6588134765625,20.570518493652344
-785.38720703125,-1339.7816162109375,21.957786560058594
-836.80712890625,-1427.704345703125,23.389991760253906
-889.85205078125,-1518.4267578125,24.86682891845703
-944.52197265625,-1611.94921875,26.388351440429688
-1000.81787109375,-1708.273193359375,27.95458984375
-1058.7373046875,-1807.398681640625,29.565406799316406
-1118.28076171875,-1909.326171875,31.22083282470703
-1179.44775390625,-2014.0565185546875,32.920745849609375
-1242.23876953125,-2121.5897216796875,34.66499328613281
-1306.6513671875,-2231.9271240234375,36.453819274902344
-1372.68701171875,-2345.06884765625,38.28697967529297
-1440.345703125,-2461.0150146484375,40.164405822753906
-1509.62451171875,-2579.7669677734375,42.08605194091797
-1580.5244140625,-2701.324951171875,44.05201721191406
-1653.04638671875,-2825.689453125,46.06214141845703
-1727.18798828125,-2952.8609619140625,48.11638641357422
-1802.94775390625,-3082.8402099609375,50.214698791503906
-1880.32861328125,-3215.6280517578125,52.3570556640625
-1959.3271484375,-3351.2242431640625,54.54328918457031
-2039.9462890625,-3489.6300048828125,56.77351379394531
-2122.1806640625,-3630.845703125,59.047569274902344
-2206.03515625,-3774.871826171875,61.36546325683594
