-1877.9052734375,-3233.273193359375,52.204002380371094
-7491.3193359375,-12919.2890625,205.66097259521484
-16786.85888671875,-29122.289184570312,454.17262268066406
-29700.1103515625,-51909.43762207031,790.1527557373047
-46152.60693359375,-81347.52661132812,1204.6133651733398
-66050.0634765625,-117497.86462402344,1687.4148330688477
-89283.0361328125,-160410.00634765625,2227.8344345092773
-115730.703125,-210115.8299560547,2815.3948287963867
-145267.3427734375,-266625.81481933594,3440.7634811401367
-177769.90625,-329928.7735595703,4096.471549987793
-213124.63671875,-399994.9826660156,4777.267890930176
-251231.20654296875,-476781.42834472656,5480.073883056641
-292004.07177734375,-560237.4763183594,6203.647392272949
-335371.6220703125,-650309.6586914062,6948.1154708862305
-381274.109375,-746945.0137939453,7714.5140380859375
-429661.20703125,-850093.0003662109,8504.409477233887
-480489.75048828125,-959706.3179931641,9319.627403259277
-533721.89453125,-1075741.0153808594,10162.07772064209
-589323.7373046875,-1198156.2075195312,11033.655906677246
-647264.3701171875,-1326913.6262207031,11936.196876525879
-707515.244140625,-1461977.1348876953,12871.462707519531
-770049.8041992188,-1603312.2785644531,13841.150146484375
-834843.271484375,-1750885.9067382812,14846.909721374512
-901872.5625,-1904665.8723144531,15890.368453979492
-971116.2744140625,-2064620.8076171875,16973.15473175049
-1042554.7255859375,-2230719.9724121094,18096.92209625244
-1116170.0219726562,-2402933.157836914,19263.370628356934
-1191946.1440429688,-2581230.6462402344,20474.266975402832
-1269869.0390625,-2765583.2153320312,21731.460441589355
-1349926.7260742188,-2955962.1790771484,23036.89779663086
-1432109.3896484375,-3152339.4665527344,24392.634521484375
-1516409.490234375,-3354687.7364501953,25800.843589782715
-1602821.8627929688,-3562980.5220947266,27263.821739196777
-1691343.8217773438,-3777192.4196777344,28783.992279052734
-1781975.2578125,-3997299.314453125,30363.904304504395
-1874718.73046875,-4223278.661865234,32006.226387023926
-1969579.5532226562,-4455109.829711914,33713.735290527344
-2066565.845703125,-4692774.517578125,35489.29445648193
-2165688.5561523438,-4936257.270629883,37335.82216644287
-2266961.3950195312,-5185546.105834961,39256.241928100586
-2370400.6591796875,-5440633.267578125,41253.4122467041
-2476024.8486328125,-5701516.117553711,43330.02598571777
-2583853.9970703125,-5968198.139892578,45488.47385406494
-2693908.576171875,-6240689.994995117,47730.66328430176
-2806207.8305664062,-6519010.473022461,50057.794105529785
-2920767.423828125,-6803187.0712890625,52470.099853515625
-3037596.3955078125,-7093255.784545898,54966.5901184082
-3156693.697265625,-7389259.580688477,57544.8606262207
-3278044.9301757812,-7691245.113647461,60201.06410217285
