-108769.87548828125,-29168.394775390625,1336.1728439331055
-109795.619140625,-30804.625244140625,1362.1615524291992
-110814.22802734375,-32451.177368164062,1387.4133605957031
-111825.85498046875,-34105.90771484375,1411.8495788574219
-112829.81298828125,-35769.01513671875,1435.3823013305664
-113825.30712890625,-37440.60791015625,1457.9210662841797
-114811.44580078125,-39120.6787109375,1479.3759536743164
-115787.27197265625,-40809.07067871094,1499.6624908447266
-116751.77587890625,-42505.45202636719,1518.7060241699219
-117703.93994140625,-44209.29260253906,1536.4472274780273
-118642.79638671875,-45919.85583496094,1552.8475189208984
-119567.45849609375,-47636.20202636719,1567.893295288086
-120477.2001953125,-49357.20849609375,1581.5992889404297
-121371.47314453125,-51081.60559082031,1594.0097045898438
-122249.96484375,-52808.02795410156,1605.1977157592773
-123112.60546875,-54535.06970214844,1615.2619705200195
-123959.568359375,-56261.349365234375,1624.3220672607422
-124791.2587890625,-57985.56384277344,1632.512077331543
-125608.28173828125,-59706.537353515625,1639.9740371704102
-126411.38818359375,-61423.2568359375,1646.8507995605469
-127201.44189453125,-63134.88781738281,1653.2805404663086
-127979.36767578125,-64840.78369140625,1659.3917694091797
-128746.1044921875,-66540.47619628906,1665.3004684448242
-129502.580078125,-68233.65930175781,1671.107406616211
-130249.67041015625,-69920.16772460938,1676.8978652954102
-130988.19775390625,-71599.95373535156,1682.7425384521484
-131718.9013671875,-73273.05969238281,1688.6970901489258
-132442.4501953125,-74939.59777832031,1694.805191040039
-133159.43212890625,-76599.72802734375,1701.0989532470703
-133870.3525390625,-78253.64074707031,1707.6012802124023
-134575.6669921875,-79901.54467773438,1714.3280029296875
-135275.7470703125,-81543.65380859375,1721.2880172729492
-135970.92822265625,-83180.18017578125,1728.4862594604492
-136661.48974609375,-84811.32873535156,1735.923843383789
-137347.677734375,-86437.29235839844,1743.5995635986328
-138029.70068359375,-88058.24938964844,1751.510238647461
-138707.7412109375,-89674.36450195312,1759.6519775390625
-139381.96875,-91285.78515625,1768.020149230957
-140052.52197265625,-92892.64477539062,1776.6100006103516
-140719.537109375,-94495.0615234375,1785.4171142578125
-141383.138671875,-96093.13989257812,1794.4372329711914
-142043.4404296875,-97686.97192382812,1803.6667251586914
-142700.54931640625,-99276.63879394531,1813.1027603149414
-143354.57958984375,-100862.21118164062,1822.7430801391602
-144005.63037109375,-102443.75183105469,1832.5862426757812
-144653.8115234375,-104021.314453125,1842.6314315795898
-145299.2216796875,-105594.94787597656,1852.8789367675781
-145941.97119140625,-107164.69470214844,1863.3293685913086
-146582.16748046875,-108730.59436035156,1873.9845733642578
-147219.9169921875,-110292.681640625,1884.8467178344727
-147855.33349609375,-111850.98913574219,1895.9185104370117
-148488.529296875,-113405.54907226562,1907.203857421875
-149119.625,-114956.39111328125,1918.7068710327148
-149748.736328125,-116503.54565429688,1930.4321899414062
-150375.99072265625,-118047.04321289062,1942.3848266601562
-151001.51025390625,-119586.91625976562,1954.5708312988281
-151625.42431640625,-121123.19653320312,1966.9959106445312
-152247.87158203125,-122655.92138671875,1979.6669998168945
-152868.9794921875,-124185.12768554688,1992.5903549194336
-153488.89208984375,-125710.85754394531,2005.7737426757812
-154107.7490234375,-127233.15576171875,2019.2238235473633
-154725.69677734375,-128752.0732421875,2032.9488143920898
-155342.884765625,-130267.66271972656,2046.956039428711
-155959.46142578125,-131779.9854736328,2061.2536544799805
-156575.5859375,-133289.10668945312,2075.849334716797
-157191.41259765625,-134795.10021972656,2090.751319885254
-157807.10595703125,-136298.04541015625,2105.9671936035156
