x,y
2635.0123461214325,11.167787824938115
2564.3058248144253,162.63749045058137
2493.6095688756545,304.93363403580724
2422.854144063767,436.4706589213833
2352.136403065394,568.0207212085218
2281.4127124643333,679.040810605832
2210.743386098629,794.7562466618988
2139.990745378544,889.8112251990375
